Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,Pathways in cancer,59/531,2.054605537302812e-54,4.068118963859568e-52,0,0,27.847701149425287,3442.519202598613,GSK3B;CDKN1A;HSP90AB1;KEAP1;IKBKB;CASP8;CCND1;CDH1;MYC;AKT2;CASP3;AKT3;AKT1;EP300;NKX3-1;HSP90AA1;CHUK;MMP2;AXIN1;TRAF2;FOS;MMP9;RUNX1;AR;TRAF6;PPARG;TP53;NOTCH1;MAX;HDAC1;LEF1;PTGS2;HIF1A;RELA;FOXO1;MAPK9;MAPK8;E2F1;CTNNA1;MAPK1;MAPK3;SMAD2;ZBTB17;WNT10B;CREBBP;SMAD4;JUN;SMAD3;CDKN2A;STAT3;ESR1;NFKB1;MTOR;RPS6KB1;SP1;MDM2;BCL2;CTNNB1;BCL2L1
KEGG_2021_Human,Pathways in cancer,59/531,2.054605537302812e-54,4.068118963859568e-52,0,0,27.847701149425287,3442.519202598613,GSK3B;CDKN1A;HSP90AB1;KEAP1;IKBKB;CASP8;CCND1;CDH1;MYC;AKT2;CASP3;AKT3;AKT1;EP300;NKX3-1;HSP90AA1;CHUK;MMP2;AXIN1;TRAF2;FOS;MMP9;RUNX1;AR;TRAF6;PPARG;TP53;NOTCH1;MAX;HDAC1;LEF1;PTGS2;HIF1A;RELA;FOXO1;MAPK9;MAPK8;E2F1;CTNNA1;MAPK1;MAPK3;SMAD2;ZBTB17;WNT10B;CREBBP;SMAD4;JUN;SMAD3;CDKN2A;STAT3;ESR1;NFKB1;MTOR;RPS6KB1;SP1;MDM2;BCL2;CTNNB1;BCL2L1
KEGG_2021_Human,Prostate cancer,28/97,1.1783149134562873e-37,1.1665317643217244e-35,0,0,68.0397936624908,5785.530005562459,GSK3B;CDKN1A;HSP90AB1;LEF1;FOXO1;RELA;IKBKB;CCND1;AKT2;AKT3;E2F1;AKT1;EP300;MAPK1;NKX3-1;MAPK3;CREBBP;HSP90AA1;CHUK;MMP9;NFKB1;MTOR;AR;ZEB1;BCL2;MDM2;CTNNB1;TP53
GO_Biological_Process_2021,Prostate cancer,28/97,1.1783149134562873e-37,1.1665317643217244e-35,0,0,68.0397936624908,5785.530005562459,GSK3B;CDKN1A;HSP90AB1;LEF1;FOXO1;RELA;IKBKB;CCND1;AKT2;AKT3;E2F1;AKT1;EP300;MAPK1;NKX3-1;MAPK3;CREBBP;HSP90AA1;CHUK;MMP9;NFKB1;MTOR;AR;ZEB1;BCL2;MDM2;CTNNB1;TP53
GO_Biological_Process_2021,Hepatitis B,32/162,3.850985109072858e-37,2.5416501719880865e-35,0,0,42.5889338731444,3570.967943612448,CDKN1A;TNF;RELA;IKBKB;MAPK9;MAPK8;CASP8;MYC;AKT2;CASP3;AKT3;E2F1;AKT1;EP300;MAPK1;MAPK3;CREBBP;SMAD4;JUN;SMAD3;CHUK;STAT3;FOS;MAPK14;MMP9;YWHAZ;NFKB1;MAPK13;TRAF6;BCL2;TP53;TLR4
KEGG_2021_Human,Hepatitis B,32/162,3.850985109072858e-37,2.5416501719880865e-35,0,0,42.5889338731444,3570.967943612448,CDKN1A;TNF;RELA;IKBKB;MAPK9;MAPK8;CASP8;MYC;AKT2;CASP3;AKT3;E2F1;AKT1;EP300;MAPK1;MAPK3;CREBBP;SMAD4;JUN;SMAD3;CHUK;STAT3;FOS;MAPK14;MMP9;YWHAZ;NFKB1;MAPK13;TRAF6;BCL2;TP53;TLR4
GO_Biological_Process_2021,Kaposi sarcoma-associated herpesvirus infection,33/193,4.3367609184647927e-36,2.1466966546400723e-34,0,0,35.94590707964602,2926.9291153271506,GSK3B;BECN1;CDKN1A;LEF1;PTGS2;HIF1A;RELA;IKBKB;MAPK9;MAPK8;CASP8;CCND1;MYC;AKT2;CASP3;AKT3;E2F1;AKT1;EP300;MAPK1;MAPK3;CREBBP;JUN;CHUK;STAT3;TRAF2;FOS;MAPK14;NFKB1;MTOR;MAPK13;CTNNB1;TP53
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,33/193,4.3367609184647927e-36,2.1466966546400723e-34,0,0,35.94590707964602,2926.9291153271506,GSK3B;BECN1;CDKN1A;LEF1;PTGS2;HIF1A;RELA;IKBKB;MAPK9;MAPK8;CASP8;CCND1;MYC;AKT2;CASP3;AKT3;E2F1;AKT1;EP300;MAPK1;MAPK3;CREBBP;JUN;CHUK;STAT3;TRAF2;FOS;MAPK14;NFKB1;MTOR;MAPK13;CTNNB1;TP53
KEGG_2021_Human,Lipid and atherosclerosis,32/215,5.772818878963924e-33,2.286036276069714e-31,0,0,30.173137762438884,2239.816814941756,GSK3B;HSP90AB1;TNF;RELA;IKBKB;MAPK9;MAPK8;CASP8;AKT2;CASP3;AKT3;AKT1;MAPK1;MAPK3;JUN;HSP90AA1;CHUK;HSPA4;STAT3;TRAF2;FOS;MAPK14;MMP9;NFKB1;MAPK13;TRAF6;IL1B;BCL2;PPARG;TP53;TLR4;BCL2L1
GO_Biological_Process_2021,Lipid and atherosclerosis,32/215,5.772818878963924e-33,2.286036276069714e-31,0,0,30.173137762438884,2239.816814941756,GSK3B;HSP90AB1;TNF;RELA;IKBKB;MAPK9;MAPK8;CASP8;AKT2;CASP3;AKT3;AKT1;MAPK1;MAPK3;JUN;HSP90AA1;CHUK;HSPA4;STAT3;TRAF2;FOS;MAPK14;MMP9;NFKB1;MAPK13;TRAF6;IL1B;BCL2;PPARG;TP53;TLR4;BCL2L1
